Timestamp,HeartRate_BPM
2025-11-25 22:35:55,79.2079207920792
2025-11-25 22:35:57,104.803493449782
2025-11-25 22:35:59,82.1917808219178
2025-11-25 22:36:01,61.4334470989761
2025-11-25 22:36:03,68.9655172413793
2025-11-25 22:36:05,89.1089108910891
2025-11-25 22:36:07,67.4157303370787
2025-11-25 22:36:09,65.9340659340659
2025-11-25 22:36:11,60.2006688963211
2025-11-25 22:36:13,60.6060606060606
2025-11-25 22:36:15,61.0169491525424
2025-11-25 22:36:17,74.0740740740741
2025-11-25 22:36:19,67.1641791044776
2025-11-25 22:36:21,63.1578947368421
2025-11-25 22:38:40,74.0740740740741
2025-11-25 22:38:42,95.7446808510638
2025-11-25 22:38:44,89.8876404494382
2025-11-25 22:38:46,90.9090909090909
2025-11-25 22:38:48,81.0810810810811
2025-11-25 22:38:50,75.6302521008403
2025-11-25 22:38:52,72
2025-11-25 22:38:54,76.6773162939297
2025-11-25 22:38:56,90.2255639097744
2025-11-25 22:38:58,91.4634146341463
2025-11-25 22:39:00,76.6773162939297
2025-11-25 22:39:02,67.6691729323308
2025-11-25 22:39:04,70.7964601769911
2025-11-25 22:39:06,79.2079207920792
2025-11-25 22:39:08,75.2351097178683
2025-11-25 22:39:10,71.4285714285714
2025-11-25 22:39:12,75.9493670886076
2025-11-25 22:39:14,93.0232558139535
2025-11-25 22:39:16,72.289156626506
2025-11-25 22:39:18,72.0720720720721
2025-11-25 22:39:20,64.7482014388489
2025-11-25 22:39:22,65.2173913043478
2025-11-25 22:39:24,67.7966101694915
2025-11-25 22:39:26,62.7177700348432
2025-11-25 22:39:28,103.448275862069
2025-11-25 22:39:30,78.6026200873362
2025-11-25 22:39:32,78.1758957654723
2025-11-25 22:39:34,92.3076923076923
2025-11-25 22:39:36,84.8056537102473
2025-11-25 22:39:38,77.9220779220779
2025-11-25 22:39:40,57.6923076923077
2025-11-25 22:39:42,55.3846153846154
2025-11-25 22:39:44,75.4716981132075
2025-11-25 22:39:46,71.7131474103586
2025-11-25 22:39:48,66.4206642066421
2025-11-25 22:39:50,82.5688073394495
2025-11-25 22:39:52,77.1704180064309
2025-11-25 22:39:54,86.3309352517986
2025-11-25 22:39:56,96
2025-11-25 22:39:58,97.2972972972973
2025-11-25 22:40:00,83.7209302325581
2025-11-25 22:40:02,81.6326530612245
2025-11-25 22:40:04,75.6302521008403
2025-11-25 22:40:06,100
2025-11-25 22:40:08,78.9473684210526
2025-11-25 22:40:10,71.0059171597633
2025-11-25 22:40:12,82.7586206896552
2025-11-25 22:40:14,72
2025-11-25 22:40:16,66.1764705882353
2025-11-25 22:40:18,95.6175298804781
2025-11-25 22:40:20,108.303249097473
2025-11-25 22:40:22,74.0740740740741
2025-11-25 22:40:24,81.6326530612245
2025-11-25 22:40:26,102.127659574468
2025-11-25 22:40:28,70.0389105058366
2025-11-25 22:40:30,83.3333333333333
2025-11-25 22:40:32,56.3380281690141
2025-11-25 22:40:34,60
2025-11-25 22:40:36,66.1764705882353
2025-11-25 22:40:38,93.75
2025-11-25 22:40:40,67.1641791044776
2025-11-25 22:40:42,62.9370629370629
2025-11-25 22:40:44,59.016393442623
2025-11-25 22:40:46,66.6666666666667
2025-11-25 22:40:48,89.2193308550186
2025-11-25 22:40:50,99.4475138121547
2025-11-25 22:40:52,77.5862068965517
2025-11-25 22:40:54,65.7534246575343
2025-11-25 22:40:56,67.2268907563025
2025-11-25 22:40:58,79.646017699115
2025-11-25 22:41:00,73.1707317073171
2025-11-25 22:41:02,72.8744939271255
